timestamp,system,incident_type,severity,region,cpu_usage,memory_usage,latency_ms,resolved,resolution_time_minutes
2026-03-01 06:50:22.328330,auth-service,api_timeout,low,ap-south,92.99,75.69,124.7,True,153.0
2026-03-25 14:46:22.328330,payment-api,database_failure,low,us-east,74.85,58.3,282.97,False,
2026-02-22 15:37:22.328330,inventory-engine,memory_leak,high,eu-west,82.38,60.15,297.07,False,
2026-04-12 16:54:22.328330,auth-service,network_issue,high,us-east,71.19,79.86,371.74,False,
2026-02-23 04:02:22.328330,analytics-pipeline,latency_spike,low,us-east,61.32,60.96,148.84,True,23.0
2026-03-30 19:02:22.328330,auth-service,database_failure,high,eu-west,52.76,69.07,247.29,False,
2026-02-27 13:14:22.328330,payment-api,memory_leak,high,us-east,69.15,79.93,221.04,True,117.0
2026-03-03 20:10:22.328330,notification-service,network_issue,high,ap-south,86.8,66.82,437.61,True,175.0
2026-03-05 08:31:22.328330,notification-service,cpu_overload,low,eu-west,74.39,59.71,134.33,False,
2026-05-08 05:21:22.328330,payment-api,network_issue,medium,us-east,72.24,67.32,277.12,False,
2026-03-24 16:14:22.328330,auth-service,network_issue,high,eu-west,72.1,69.13,152.26,False,
2026-04-02 17:26:22.328330,recommendation-engine,cpu_overload,low,eu-west,42.28,64.64,288.51,False,
2026-03-04 05:46:22.328330,inventory-engine,latency_spike,low,us-east,68.21,55.05,233.85,True,168.0
2026-02-18 13:06:22.328330,inventory-engine,memory_leak,critical,ap-south,70.78,59.39,232.3,False,
2026-03-28 16:11:22.328330,payment-api,latency_spike,low,ap-south,65.87,56.28,248.62,True,144.0
2026-05-15 10:48:22.328330,analytics-pipeline,cpu_overload,medium,us-east,73.41,83.0,304.3,True,15.0
2026-04-20 16:06:22.328330,inventory-engine,deployment_failure,low,us-east,44.33,58.75,261.2,True,179.0
2026-04-26 00:24:22.328330,search-api,latency_spike,high,ap-south,72.71,76.18,528.22,False,
2026-02-19 02:08:22.328330,notification-service,network_issue,medium,eu-west,73.56,83.63,296.32,True,209.0
2026-03-05 22:21:22.328330,auth-service,api_timeout,low,eu-west,74.77,66.22,280.72,False,
2026-03-08 12:22:22.328330,recommendation-engine,deployment_failure,medium,us-east,53.41,67.16,181.17,True,206.0
2026-03-15 21:33:22.328330,payment-api,api_timeout,low,us-east,66.23,97.78,70.62,True,56.0
2026-03-05 09:39:22.328330,recommendation-engine,cpu_overload,high,eu-west,75.29,50.65,182.25,True,11.0
2026-03-19 15:39:22.328330,auth-service,api_timeout,high,us-east,81.33,70.77,133.78,True,202.0
2026-04-23 07:45:22.328330,inventory-engine,network_issue,critical,ap-south,54.27,78.16,161.57,False,
2026-02-22 05:43:22.328330,payment-api,latency_spike,high,eu-west,68.25,70.55,167.87,False,
2026-05-15 05:56:22.328330,payment-api,database_failure,critical,us-east,97.16,77.61,57.99,False,
2026-04-09 00:11:22.328330,notification-service,database_failure,low,us-east,67.8,62.06,288.19,True,70.0
2026-05-14 16:33:22.328330,search-api,api_timeout,low,ap-south,53.11,68.62,260.4,True,98.0
2026-04-09 11:19:22.328330,payment-api,network_issue,high,ap-south,77.99,55.6,193.24,False,
2026-03-19 08:19:22.328330,analytics-pipeline,latency_spike,high,ap-south,57.88,62.16,361.24,False,
2026-03-19 00:40:22.328330,recommendation-engine,cpu_overload,critical,ap-south,71.07,54.87,293.43,False,
2026-03-29 06:23:22.328330,auth-service,memory_leak,critical,ap-south,96.83,82.39,98.45,False,
2026-03-18 01:53:22.328330,search-api,memory_leak,high,us-east,57.74,85.2,163.39,True,82.0
2026-04-22 14:44:22.328330,auth-service,api_timeout,high,us-east,71.66,79.3,145.85,False,
2026-04-08 11:36:22.328330,search-api,memory_leak,critical,ap-south,64.11,31.1,138.05,True,173.0
2026-05-11 00:16:22.328330,inventory-engine,database_failure,high,eu-west,61.21,55.03,350.59,True,177.0
2026-04-20 11:23:22.328330,auth-service,deployment_failure,medium,eu-west,43.55,64.72,230.46,True,16.0
2026-04-26 10:38:22.328330,recommendation-engine,database_failure,low,us-east,86.62,52.77,313.05,False,
2026-02-27 01:43:22.328330,search-api,database_failure,medium,ap-south,65.15,58.22,256.97,False,
2026-04-03 17:31:22.328330,recommendation-engine,memory_leak,medium,ap-south,67.99,62.8,225.58,True,233.0
2026-03-11 09:00:22.328330,analytics-pipeline,deployment_failure,low,us-east,59.22,71.36,272.97,True,50.0
2026-03-06 12:54:22.328330,search-api,database_failure,critical,eu-west,88.79,55.15,390.64,True,239.0
2026-03-02 12:17:22.328330,payment-api,api_timeout,medium,us-east,35.72,68.18,267.07,False,
2026-02-21 06:07:22.328330,analytics-pipeline,api_timeout,critical,ap-south,69.21,62.53,203.35,False,
2026-02-26 01:32:22.328330,auth-service,network_issue,critical,us-east,57.6,62.93,287.97,False,
2026-03-11 07:14:22.328330,auth-service,deployment_failure,high,ap-south,70.36,61.69,291.97,False,
2026-03-22 16:21:22.328330,auth-service,cpu_overload,critical,eu-west,69.61,79.75,270.37,False,
2026-04-27 09:15:22.328330,inventory-engine,cpu_overload,high,ap-south,52.57,63.28,279.78,True,40.0
2026-05-05 00:01:22.328330,auth-service,api_timeout,medium,ap-south,74.16,69.75,229.39,True,21.0
2026-04-10 23:13:22.328330,recommendation-engine,cpu_overload,critical,us-east,84.16,62.9,263.77,True,57.0
2026-03-03 22:02:22.328330,recommendation-engine,api_timeout,low,ap-south,61.97,67.39,307.9,False,
2026-04-05 07:32:22.328330,payment-api,cpu_overload,high,us-east,77.38,79.76,324.44,False,
2026-03-30 17:45:22.328330,search-api,network_issue,medium,us-east,65.32,78.18,195.18,True,74.0
2026-04-09 01:25:22.328330,recommendation-engine,latency_spike,critical,us-east,69.86,68.44,227.76,False,
2026-03-13 19:31:22.328330,auth-service,deployment_failure,critical,eu-west,73.93,60.18,387.39,True,237.0
2026-04-12 20:45:22.328330,notification-service,database_failure,low,eu-west,49.91,55.43,312.65,False,
2026-05-06 09:04:22.328330,analytics-pipeline,api_timeout,medium,eu-west,76.87,77.49,270.27,False,
2026-04-14 05:21:22.328330,inventory-engine,memory_leak,critical,us-east,64.82,59.23,226.06,False,
2026-03-10 10:35:22.328330,recommendation-engine,cpu_overload,critical,us-east,54.84,81.7,208.24,True,125.0
2026-05-16 23:10:22.328330,search-api,database_failure,low,us-east,52.62,66.14,253.03,True,171.0
2026-05-12 11:37:22.328330,analytics-pipeline,network_issue,low,eu-west,56.54,60.13,239.49,True,56.0
2026-03-03 08:11:22.328330,payment-api,database_failure,medium,eu-west,68.67,63.92,182.32,True,126.0
2026-03-18 19:03:22.328330,payment-api,database_failure,medium,us-east,68.48,52.62,107.4,False,
2026-03-09 22:12:22.328330,inventory-engine,memory_leak,low,eu-west,54.22,67.44,244.87,False,
2026-05-08 21:22:22.328330,notification-service,latency_spike,high,ap-south,87.13,80.29,207.2,False,
2026-04-12 15:00:22.328330,search-api,memory_leak,low,ap-south,64.71,57.97,218.52,True,31.0
2026-03-16 06:28:22.328330,analytics-pipeline,cpu_overload,low,ap-south,60.67,73.87,153.82,True,93.0
2026-03-31 05:43:22.328330,recommendation-engine,network_issue,high,eu-west,72.79,88.39,211.3,False,
2026-05-17 13:52:22.328330,analytics-pipeline,api_timeout,critical,eu-west,71.03,78.28,187.9,False,
2026-02-20 06:38:22.328330,inventory-engine,network_issue,critical,ap-south,68.36,70.15,227.81,True,116.0
2026-05-02 16:44:22.328330,search-api,database_failure,high,ap-south,53.4,70.29,259.84,False,
2026-04-06 09:59:22.328330,recommendation-engine,deployment_failure,high,us-east,86.77,81.51,392.25,True,217.0
2026-02-22 15:48:22.328330,payment-api,cpu_overload,critical,eu-west,53.49,80.47,234.67,False,
2026-03-27 20:39:22.328330,notification-service,network_issue,critical,us-east,97.85,60.3,152.82,True,131.0
2026-03-02 06:34:22.328330,inventory-engine,memory_leak,critical,eu-west,56.01,44.51,177.94,False,
2026-03-07 02:37:22.328330,inventory-engine,cpu_overload,high,ap-south,53.61,71.8,247.34,False,
2026-03-29 03:22:22.328330,payment-api,database_failure,medium,eu-west,93.14,81.41,173.85,True,189.0
2026-04-11 17:39:22.328330,recommendation-engine,database_failure,medium,ap-south,51.52,75.9,114.38,False,
2026-03-20 22:31:22.328330,search-api,api_timeout,critical,eu-west,92.47,84.15,182.47,True,80.0
2026-04-28 13:25:22.328330,recommendation-engine,network_issue,medium,us-east,39.3,86.25,210.84,False,
2026-04-05 15:39:22.328330,notification-service,database_failure,high,us-east,83.57,50.87,172.05,False,
2026-04-16 16:58:22.328330,search-api,api_timeout,high,us-east,65.08,70.56,183.99,False,
2026-04-27 17:53:22.328330,payment-api,network_issue,medium,us-east,74.34,57.19,208.61,True,195.0
2026-03-30 22:54:22.328330,analytics-pipeline,network_issue,medium,eu-west,66.8,76.17,276.93,True,194.0
2026-04-04 15:46:22.328330,inventory-engine,network_issue,high,eu-west,48.13,51.59,322.21,True,80.0
2026-04-28 00:34:22.328330,inventory-engine,memory_leak,high,eu-west,69.98,61.02,344.09,True,75.0
2026-05-14 14:05:22.328330,payment-api,database_failure,high,ap-south,66.74,84.15,225.4,True,168.0
2026-02-28 16:20:22.328330,analytics-pipeline,api_timeout,low,eu-west,95.91,91.06,200.08,False,
2026-04-06 00:06:22.328330,recommendation-engine,api_timeout,high,eu-west,79.57,77.74,329.49,True,69.0
2026-02-22 01:43:22.328330,analytics-pipeline,api_timeout,low,eu-west,50.53,78.23,304.67,False,
2026-04-03 23:16:22.328330,payment-api,database_failure,low,eu-west,38.62,55.8,56.86,True,212.0
2026-03-28 11:58:22.328330,inventory-engine,latency_spike,medium,eu-west,60.96,78.61,340.19,False,
2026-03-24 12:59:22.328330,notification-service,deployment_failure,medium,ap-south,66.11,89.54,109.59,False,
2026-04-07 17:21:22.328330,recommendation-engine,cpu_overload,critical,us-east,39.45,69.33,250.73,True,161.0
2026-02-20 08:07:22.328330,search-api,latency_spike,medium,ap-south,64.51,45.19,212.87,True,72.0
2026-03-19 14:47:22.328330,payment-api,memory_leak,medium,eu-west,45.43,78.04,249.33,True,45.0
2026-05-18 11:40:22.328330,recommendation-engine,api_timeout,critical,us-east,50.9,63.83,135.26,True,64.0
2026-04-22 12:08:22.328330,search-api,cpu_overload,critical,eu-west,64.06,81.46,141.14,True,72.0
2026-03-08 00:28:22.328330,analytics-pipeline,network_issue,medium,us-east,72.56,63.64,156.57,True,144.0
2026-04-28 06:24:22.328330,search-api,memory_leak,high,eu-west,63.39,57.58,175.71,True,20.0
2026-05-03 15:03:22.328330,analytics-pipeline,cpu_overload,high,us-east,47.03,93.58,222.82,True,124.0
2026-03-17 01:04:22.328330,inventory-engine,network_issue,critical,us-east,54.5,72.57,211.01,False,
2026-04-08 21:13:22.328330,payment-api,database_failure,low,us-east,61.69,77.37,280.6,False,
2026-03-24 18:41:22.328330,inventory-engine,latency_spike,low,eu-west,57.04,63.09,198.0,True,200.0
2026-03-18 12:53:22.328330,analytics-pipeline,cpu_overload,low,eu-west,30.47,51.82,329.35,False,
2026-04-01 11:49:22.328330,search-api,api_timeout,high,eu-west,89.67,67.01,266.12,False,
2026-03-21 22:48:22.328330,analytics-pipeline,api_timeout,low,us-east,69.67,106.95,309.57,False,
2026-04-11 13:27:22.328330,inventory-engine,cpu_overload,low,eu-west,63.08,58.53,91.48,False,
2026-04-11 06:15:22.328330,search-api,api_timeout,high,ap-south,68.05,60.92,106.22,False,
2026-03-05 16:15:22.328330,analytics-pipeline,database_failure,low,us-east,55.3,57.02,354.97,True,85.0
2026-04-25 18:08:22.328330,inventory-engine,latency_spike,critical,ap-south,78.22,69.9,338.4,True,173.0
2026-02-28 14:21:22.328330,notification-service,api_timeout,critical,eu-west,66.16,59.66,341.85,True,137.0
2026-04-15 19:11:22.328330,notification-service,deployment_failure,critical,ap-south,73.08,57.55,204.77,False,
2026-03-10 13:17:22.328330,payment-api,memory_leak,high,ap-south,51.87,53.41,294.09,True,78.0
2026-04-08 20:26:22.328330,search-api,api_timeout,low,eu-west,93.64,53.22,265.04,True,186.0
2026-05-04 07:32:22.328330,inventory-engine,database_failure,low,ap-south,55.24,64.15,172.61,False,
2026-05-10 05:53:22.328330,auth-service,deployment_failure,low,us-east,52.04,70.58,153.52,True,170.0
2026-03-03 23:40:22.328330,auth-service,api_timeout,high,ap-south,69.06,69.4,200.88,False,
2026-04-10 21:51:22.328330,analytics-pipeline,api_timeout,critical,eu-west,51.39,63.08,280.43,False,
2026-03-29 13:15:22.328330,auth-service,api_timeout,medium,ap-south,72.51,58.27,227.95,True,226.0
2026-05-12 09:00:22.328330,inventory-engine,deployment_failure,critical,us-east,76.27,49.97,263.47,False,
2026-03-05 00:59:22.328330,payment-api,cpu_overload,high,ap-south,55.06,76.85,158.94,False,
2026-02-28 23:19:22.328330,auth-service,api_timeout,critical,us-east,37.93,50.47,223.85,False,
2026-03-29 11:50:22.328330,analytics-pipeline,database_failure,critical,us-east,68.9,59.15,271.09,False,
2026-02-28 13:50:22.328330,auth-service,network_issue,medium,ap-south,40.08,69.21,123.12,False,
2026-04-27 11:17:22.328330,analytics-pipeline,deployment_failure,critical,eu-west,55.22,70.57,151.17,False,
2026-03-11 22:41:22.328330,recommendation-engine,network_issue,critical,us-east,59.23,82.08,173.85,True,131.0
2026-02-19 21:49:22.328330,payment-api,memory_leak,high,eu-west,77.54,56.44,262.38,False,
2026-05-09 15:41:22.328330,notification-service,api_timeout,low,ap-south,86.62,40.34,156.25,True,109.0
2026-02-28 10:56:22.328330,search-api,memory_leak,low,us-east,73.66,67.56,249.69,False,
2026-04-17 21:55:22.328330,notification-service,network_issue,critical,ap-south,55.94,71.04,207.55,True,223.0
2026-04-18 19:45:22.328330,analytics-pipeline,network_issue,critical,us-east,82.52,73.05,247.01,False,
2026-02-28 07:46:22.328330,notification-service,latency_spike,low,eu-west,58.82,64.15,185.4,False,
2026-04-28 00:33:22.328330,search-api,latency_spike,critical,eu-west,70.92,64.95,243.18,True,118.0
2026-05-03 14:05:22.328330,search-api,cpu_overload,low,eu-west,96.13,80.45,193.92,False,
2026-03-07 06:18:22.328330,payment-api,cpu_overload,high,us-east,83.02,65.1,56.95,False,
2026-05-05 11:30:22.328330,auth-service,database_failure,critical,ap-south,49.88,47.55,191.88,True,48.0
2026-05-02 19:04:22.328330,payment-api,database_failure,critical,ap-south,65.28,90.12,246.15,True,132.0
2026-02-24 15:24:22.328330,notification-service,memory_leak,medium,us-east,61.71,79.95,43.11,False,
2026-04-06 21:34:22.328330,inventory-engine,network_issue,low,us-east,68.53,79.25,101.71,False,
2026-03-18 01:15:22.328330,notification-service,memory_leak,low,us-east,82.16,74.06,186.78,False,
2026-02-17 19:57:22.328330,notification-service,cpu_overload,critical,ap-south,74.49,97.25,234.55,False,
2026-04-07 03:32:22.328330,analytics-pipeline,cpu_overload,medium,us-east,68.72,64.49,152.01,False,
2026-05-09 00:31:22.328330,auth-service,api_timeout,high,ap-south,77.46,59.73,225.73,False,
2026-03-16 01:55:22.328330,inventory-engine,latency_spike,critical,us-east,57.84,75.75,246.69,True,149.0
2026-02-28 23:44:22.328330,search-api,deployment_failure,low,ap-south,80.56,63.88,198.41,False,
2026-03-03 22:09:22.328330,inventory-engine,deployment_failure,medium,ap-south,50.32,64.67,250.18,False,
2026-04-28 19:05:22.328330,search-api,memory_leak,high,ap-south,76.35,58.93,289.57,True,165.0
2026-05-09 21:15:22.328330,search-api,network_issue,low,us-east,85.33,74.96,370.14,False,
2026-05-15 16:37:22.328330,notification-service,cpu_overload,medium,eu-west,53.39,55.06,77.7,False,
2026-04-18 23:47:22.328330,search-api,api_timeout,medium,eu-west,87.44,77.85,215.55,True,206.0
2026-03-30 15:09:22.328330,inventory-engine,database_failure,high,eu-west,69.2,56.49,415.66,False,
2026-02-24 12:44:22.328330,analytics-pipeline,api_timeout,high,ap-south,66.94,71.31,278.06,False,
2026-03-06 12:38:22.328330,payment-api,api_timeout,low,eu-west,72.22,72.69,156.76,True,225.0
2026-03-18 04:03:22.328330,search-api,network_issue,critical,ap-south,72.07,92.58,327.63,False,
2026-05-10 12:14:22.328330,analytics-pipeline,api_timeout,low,us-east,88.9,63.87,140.83,True,121.0
2026-04-15 04:19:22.328330,search-api,network_issue,high,ap-south,63.11,70.67,307.54,False,
2026-03-04 20:55:22.328330,search-api,cpu_overload,low,ap-south,39.61,88.35,207.36,True,125.0
2026-05-16 10:50:22.328330,notification-service,database_failure,high,ap-south,58.6,57.85,87.61,True,170.0
2026-05-12 23:25:22.328330,search-api,deployment_failure,critical,ap-south,77.35,70.88,116.8,False,
2026-03-20 15:13:22.328330,recommendation-engine,latency_spike,medium,eu-west,45.57,65.97,353.52,True,82.0
2026-04-03 21:21:22.328330,payment-api,latency_spike,medium,ap-south,61.11,51.96,200.34,True,104.0
2026-04-07 10:31:22.328330,inventory-engine,network_issue,critical,ap-south,60.91,37.64,215.66,True,231.0
2026-04-10 23:11:22.328330,search-api,latency_spike,critical,ap-south,61.54,78.35,367.92,False,
2026-02-22 06:07:22.328330,inventory-engine,latency_spike,high,eu-west,81.9,66.77,131.48,False,
2026-04-08 06:03:22.328330,auth-service,deployment_failure,high,eu-west,103.6,70.71,221.11,False,
2026-03-30 04:06:22.328330,search-api,cpu_overload,low,us-east,64.64,72.38,208.45,False,
2026-05-01 10:52:22.328330,payment-api,deployment_failure,critical,eu-west,56.4,63.44,217.38,True,169.0
2026-03-21 12:31:22.328330,notification-service,latency_spike,low,us-east,56.85,61.45,228.51,True,37.0
2026-03-08 02:20:22.328330,notification-service,memory_leak,low,ap-south,61.18,88.05,7.92,True,155.0
2026-04-29 01:45:22.328330,analytics-pipeline,deployment_failure,medium,us-east,81.37,84.95,54.13,True,206.0
2026-02-25 18:16:22.328330,notification-service,latency_spike,high,eu-west,59.86,65.54,107.4,True,143.0
2026-04-25 21:57:22.328330,analytics-pipeline,memory_leak,low,ap-south,53.33,56.67,360.18,True,38.0
2026-05-17 09:03:22.328330,inventory-engine,deployment_failure,medium,ap-south,79.04,85.26,277.73,False,
2026-05-17 07:02:22.328330,auth-service,cpu_overload,low,eu-west,48.06,63.71,259.15,False,
2026-03-31 20:15:22.328330,payment-api,network_issue,low,us-east,46.67,78.56,200.77,False,
2026-03-08 21:54:22.328330,inventory-engine,database_failure,low,us-east,59.38,78.53,255.54,True,162.0
2026-05-14 18:47:22.328330,search-api,deployment_failure,high,us-east,59.59,83.91,133.51,True,20.0
2026-04-05 03:09:22.328330,analytics-pipeline,api_timeout,critical,ap-south,74.24,77.12,195.24,True,130.0
2026-03-14 21:15:22.328330,recommendation-engine,latency_spike,low,us-east,69.89,54.99,293.92,True,21.0
2026-05-07 05:50:22.328330,inventory-engine,database_failure,high,us-east,62.23,63.73,303.92,False,
2026-04-07 10:21:22.328330,notification-service,database_failure,critical,eu-west,54.43,53.1,95.47,True,223.0
2026-03-20 03:16:22.328330,search-api,deployment_failure,medium,us-east,74.09,54.63,360.38,False,
2026-02-26 21:27:22.328330,auth-service,api_timeout,high,us-east,33.77,90.36,236.88,False,
2026-04-10 20:46:22.328330,search-api,latency_spike,high,us-east,63.55,63.46,251.93,False,
2026-03-19 04:33:22.328330,inventory-engine,cpu_overload,medium,ap-south,64.44,83.24,229.14,False,
2026-05-12 14:51:22.328330,payment-api,deployment_failure,low,eu-west,67.25,65.64,215.44,False,
2026-05-09 22:34:22.328330,search-api,network_issue,high,eu-west,69.62,49.48,112.15,True,155.0
2026-02-20 15:44:22.328330,notification-service,database_failure,high,ap-south,76.15,72.05,205.28,True,110.0
2026-04-16 13:04:22.328330,analytics-pipeline,network_issue,critical,ap-south,65.28,74.17,176.82,True,78.0
2026-03-25 01:54:22.328330,inventory-engine,cpu_overload,low,ap-south,53.33,72.35,141.73,True,44.0
2026-03-19 22:51:22.328330,recommendation-engine,memory_leak,low,us-east,71.12,49.57,302.33,False,
2026-05-08 06:32:22.328330,analytics-pipeline,cpu_overload,medium,us-east,72.09,73.07,298.62,True,160.0
2026-02-23 03:54:22.328330,search-api,deployment_failure,high,eu-west,89.98,82.17,72.73,True,74.0
2026-03-15 18:26:22.328330,analytics-pipeline,cpu_overload,high,us-east,45.81,62.5,222.09,True,51.0
2026-02-28 13:16:22.328330,auth-service,database_failure,critical,eu-west,72.76,61.29,234.94,True,194.0
2026-03-22 02:19:22.328330,payment-api,latency_spike,medium,us-east,53.67,62.66,107.47,False,
2026-04-07 10:30:22.328330,inventory-engine,memory_leak,high,us-east,51.15,53.78,141.93,False,
2026-03-09 00:29:22.328330,notification-service,database_failure,low,eu-west,80.8,58.61,430.59,True,45.0
2026-03-11 01:25:22.328330,notification-service,latency_spike,low,us-east,72.4,72.22,151.33,False,
2026-03-19 11:29:22.328330,recommendation-engine,api_timeout,critical,us-east,75.5,63.09,229.76,False,
2026-04-29 02:35:22.328330,analytics-pipeline,database_failure,low,us-east,103.4,68.85,311.94,False,
2026-05-08 15:16:22.328330,inventory-engine,network_issue,critical,ap-south,54.45,69.58,361.66,False,
2026-05-14 14:18:22.328330,auth-service,api_timeout,low,eu-west,55.6,91.75,276.62,True,82.0
2026-02-21 16:25:22.328330,auth-service,deployment_failure,medium,us-east,56.56,77.59,297.8,False,
2026-04-18 20:43:22.328330,payment-api,latency_spike,critical,ap-south,74.33,51.16,161.83,False,
2026-05-02 17:42:22.328330,auth-service,api_timeout,medium,ap-south,61.29,69.11,269.65,False,
2026-05-12 04:03:22.328330,recommendation-engine,deployment_failure,low,us-east,67.67,53.98,250.42,True,122.0
2026-02-23 21:12:22.328330,payment-api,deployment_failure,high,ap-south,74.16,76.72,306.46,False,
2026-03-27 12:54:22.328330,recommendation-engine,network_issue,critical,us-east,77.51,75.51,214.39,True,108.0
2026-05-16 19:57:22.328330,inventory-engine,memory_leak,critical,ap-south,40.09,75.16,236.62,False,
2026-05-10 16:59:22.328330,recommendation-engine,deployment_failure,low,eu-west,69.07,54.68,133.52,False,
2026-03-26 03:06:22.328330,recommendation-engine,database_failure,low,us-east,80.8,69.53,274.52,False,
2026-03-11 20:16:22.328330,inventory-engine,memory_leak,high,eu-west,65.42,70.36,295.06,True,135.0
2026-03-22 02:12:22.328330,payment-api,database_failure,medium,us-east,57.26,71.15,183.02,False,
2026-03-13 12:31:22.328330,analytics-pipeline,network_issue,medium,eu-west,58.48,66.29,237.77,True,42.0
